Gene(s)	circID	combo	predictor	geneID	no_parent_regressed	parent_regressed	delta_parent	no_parent_regressed_rank	parent_regressed_rank	Exon1	Exon2	Strand	SpliceType	molecule__cRNA	cis_trans__cRNA	mean_beta__cRNA	max_beta__cRNA	min_beta__cRNA	sd_beta__cRNA	lower_beta__cRNA	middle_beta__cRNA	upper_beta__cRNA	num_SNP_feature__cRNA	num_feature__cRNA	average_SNP_position__cRNA	SNP_chr__cRNA	molecule__mRNA	cis_trans__mRNA	mean_beta__mRNA	max_beta__mRNA	min_beta__mRNA	sd_beta__mRNA	lower_beta__mRNA	middle_beta__mRNA	upper_beta__mRNA	num_SNP_feature__mRNA	num_feature__mRNA	average_SNP_position__mRNA	SNP_chr__mRNA	common_or_uncommon	opposite_QTL_effect	mRNA	cRNA	trait	mRNA_mlog10_pval	cRNA_mlog10_pval	method	is_cRNA_coloc_greater
PCMTD1	chr8:52773405-52773806	chr8:52773405-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0637222221790452	-0.0867232250135523	0.0230010028345071	9	7	2	2	-	Exon-Exon	circle	cis	0.164846374492022	0.654571994688591	-0.833374106347671	0.48209431123016	-0.380702275826911	0.265086162664153	0.577385873219786	399	2	52746048	8	linear	cis	0.184040387191228	0.984711246101156	-1.18433297864983	0.598464877081429	-0.410594162010235	0.475999503221979	0.586820212176968	399	1	52748835	8	common	no	0.233021	0.2368644	UlcerativeColitis	0.632604938316688	0.625500207514295	SMR	no
PCMTD1	chr8:52773405-52773806	chr8:52773405-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0637222221790452	-0.0867232250135523	0.0230010028345071	9	7	2	2	-	Exon-Exon	circle	cis	0.164846374492022	0.654571994688591	-0.833374106347671	0.48209431123016	-0.380702275826911	0.265086162664153	0.577385873219786	399	2	52746048	8	linear	cis	0.184040387191228	0.984711246101156	-1.18433297864983	0.598464877081429	-0.410594162010235	0.475999503221979	0.586820212176968	399	1	52748835	8	common	no	0.936856293	0.009303326	CD	0.0283270216453881	2.0313617605629	MetaXCan	yes
PCMTD1	chr8:52773405-52773806	chr8:52773405-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0637222221790452	-0.0867232250135523	0.0230010028345071	9	7	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.2813168	0.2845472	InflammatoryBowelDisease	0.550804331363303	0.545845683577119	SMR	no
PCMTD1	chr8:52773405-52773806	chr8:52773405-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0637222221790452	-0.0867232250135523	0.0230010028345071	9	7	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.233021	0.2368644	UlcerativeColitis	0.632604938316688	0.625500207514295	SMR	no
PCMTD1	chr8:52773405-52773806	chr8:52773405-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0637222221790452	-0.0867232250135523	0.0230010028345071	9	7	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.936856293	0.009303326	CD	0.0283270216453881	2.0313617605629	MetaXCan	yes
PCMTD1	chr8:52773421-52773806	chr8:52773421-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0429188634486178	-0.0599523109380859	0.0170334474894681	13	11	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.2813168	0.2845472	InflammatoryBowelDisease	0.550804331363303	0.545845683577119	SMR	no
PCMTD1	chr8:52773421-52773806	chr8:52773421-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0429188634486178	-0.0599523109380859	0.0170334474894681	13	11	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.233021	0.2368644	UlcerativeColitis	0.632604938316688	0.625500207514295	SMR	no
PCMTD1	chr8:52773421-52773806	chr8:52773421-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0429188634486178	-0.0599523109380859	0.0170334474894681	13	11	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.936856293	0.009303326	CD	0.0283270216453881	2.0313617605629	MetaXCan	yes
PCMTD1	chr8:52773421-52773806	chr8:52773421-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0429188634486178	-0.0599523109380859	0.0170334474894681	13	11	2	2	-	Exon-Exon	circle	cis	0.164846374492022	0.654571994688591	-0.833374106347671	0.48209431123016	-0.380702275826911	0.265086162664153	0.577385873219786	399	2	52746048	8	linear	cis	0.184040387191228	0.984711246101156	-1.18433297864983	0.598464877081429	-0.410594162010235	0.475999503221979	0.586820212176968	399	1	52748835	8	common	no	0.2813168	0.2845472	InflammatoryBowelDisease	0.550804331363303	0.545845683577119	SMR	no
PCMTD1	chr8:52773421-52773806	chr8:52773421-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0429188634486178	-0.0599523109380859	0.0170334474894681	13	11	2	2	-	Exon-Exon	circle	cis	0.164846374492022	0.654571994688591	-0.833374106347671	0.48209431123016	-0.380702275826911	0.265086162664153	0.577385873219786	399	2	52746048	8	linear	cis	0.184040387191228	0.984711246101156	-1.18433297864983	0.598464877081429	-0.410594162010235	0.475999503221979	0.586820212176968	399	1	52748835	8	common	no	0.233021	0.2368644	UlcerativeColitis	0.632604938316688	0.625500207514295	SMR	no
PCMTD1	chr8:52773421-52773806	chr8:52773421-52773806_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PCMTD1	-0.0429188634486178	-0.0599523109380859	0.0170334474894681	13	11	2	2	-	Exon-Exon	circle	cis	0.164846374492022	0.654571994688591	-0.833374106347671	0.48209431123016	-0.380702275826911	0.265086162664153	0.577385873219786	399	2	52746048	8	linear	cis	0.184040387191228	0.984711246101156	-1.18433297864983	0.598464877081429	-0.410594162010235	0.475999503221979	0.586820212176968	399	1	52748835	8	common	no	0.936856293	0.009303326	CD	0.0283270216453881	2.0313617605629	MetaXCan	yes
PCMTD1	chr8:52758221-52773806	chr8:52758221-52773806_TcellRedefRatio_Th2_Th17_Ratio	TcellRedefRatio_Th2_Th17_Ratio	PCMTD1	-0.0633836182907758	-0.0591360842549242	-0.0042475340358516	6	10	2	2	-	Exon-Exon	circle	cis	0.164846374492022	0.654571994688591	-0.833374106347671	0.48209431123016	-0.380702275826911	0.265086162664153	0.577385873219786	399	2	52746048	8	linear	cis	0.184040387191228	0.984711246101156	-1.18433297864983	0.598464877081429	-0.410594162010235	0.475999503221979	0.586820212176968	399	1	52748835	8	common	no	0.2813168	0.2845472	InflammatoryBowelDisease	0.550804331363303	0.545845683577119	SMR	no
PCMTD1	chr8:52758221-52773806	chr8:52758221-52773806_TcellRedefRatio_Th2_Th17_Ratio	TcellRedefRatio_Th2_Th17_Ratio	PCMTD1	-0.0633836182907758	-0.0591360842549242	-0.0042475340358516	6	10	2	2	-	Exon-Exon	circle	cis	0.164846374492022	0.654571994688591	-0.833374106347671	0.48209431123016	-0.380702275826911	0.265086162664153	0.577385873219786	399	2	52746048	8	linear	cis	0.184040387191228	0.984711246101156	-1.18433297864983	0.598464877081429	-0.410594162010235	0.475999503221979	0.586820212176968	399	1	52748835	8	common	no	0.233021	0.2368644	UlcerativeColitis	0.632604938316688	0.625500207514295	SMR	no
PCMTD1	chr8:52758221-52773806	chr8:52758221-52773806_TcellRedefRatio_Th2_Th17_Ratio	TcellRedefRatio_Th2_Th17_Ratio	PCMTD1	-0.0633836182907758	-0.0591360842549242	-0.0042475340358516	6	10	2	2	-	Exon-Exon	circle	cis	0.164846374492022	0.654571994688591	-0.833374106347671	0.48209431123016	-0.380702275826911	0.265086162664153	0.577385873219786	399	2	52746048	8	linear	cis	0.184040387191228	0.984711246101156	-1.18433297864983	0.598464877081429	-0.410594162010235	0.475999503221979	0.586820212176968	399	1	52748835	8	common	no	0.936856293	0.009303326	CD	0.0283270216453881	2.0313617605629	MetaXCan	yes
PCMTD1	chr8:52758221-52773806	chr8:52758221-52773806_TcellRedefRatio_Th2_Th17_Ratio	TcellRedefRatio_Th2_Th17_Ratio	PCMTD1	-0.0633836182907758	-0.0591360842549242	-0.0042475340358516	6	10	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.2813168	0.2845472	InflammatoryBowelDisease	0.550804331363303	0.545845683577119	SMR	no
PCMTD1	chr8:52758221-52773806	chr8:52758221-52773806_TcellRedefRatio_Th2_Th17_Ratio	TcellRedefRatio_Th2_Th17_Ratio	PCMTD1	-0.0633836182907758	-0.0591360842549242	-0.0042475340358516	6	10	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.233021	0.2368644	UlcerativeColitis	0.632604938316688	0.625500207514295	SMR	no
PCMTD1	chr8:52758221-52773806	chr8:52758221-52773806_TcellRedefRatio_Th2_Th17_Ratio	TcellRedefRatio_Th2_Th17_Ratio	PCMTD1	-0.0633836182907758	-0.0591360842549242	-0.0042475340358516	6	10	2	2	-	Exon-Exon	circle	cis	-0.434383622000738	0.638557708155576	-0.958346697812462	0.376856024615462	-0.564578702414134	-0.55507528559793	-0.549082498161541	75	1	52642776	8	linear	cis	-0.0685739349973611	0.960568525132475	-1.31018140619986	0.522194617009932	-0.419167042454104	-0.378897584471814	0.345415028443856	251	1	52709873	8	uncommon	no	0.936856293	0.009303326	CD	0.0283270216453881	2.0313617605629	MetaXCan	yes
PCNT	chr21:47819504-47822397	chr21:47819504-47822397_TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	PCNT	NA	0.0412081419725807	NA	NA	9	25	27	+	Exon-Exon	circle	cis	-0.0507725214922184	0.39766434069281	-0.374405571572934	0.319254732754834	-0.368572839911661	-0.287709367967828	0.252251019454073	17	2	47853022	21	linear	cis	0.111730679105534	0.418498633569127	-0.730203127579994	0.347828317624018	-0.363447215905424	0.324686756995707	0.374692278944398	157	1	47787002	21	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
PCNT	chr21:47768926-47769734	chr21:47768926-47769734_IBD_severity_3levels.yInactive_IBD	IBD_severity_3levels.yInactive_IBD	PCNT	-0.0648570944668981	NA	NA	19	NA	7	8	+	Exon-Exon	circle	cis	-0.365290534306069	-0.344728967977078	-0.376566742220082	0.0151534804955608	-0.376367120168797	-0.375684546502455	-0.350303657449787	8	1	47840915.5	21	linear	cis	-0.364867799384951	-0.357021603558071	-0.379143051013449	0.00765901791832346	-0.367558426559707	-0.365600019138775	-0.357376082450378	8	1	47840915.5	21	common	no	NA	NA	NA	NA	NA	NA	NA
PCNT	chr21:47768926-47769734	chr21:47768926-47769734_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	PCNT	NA	0.0432049158131251	NA	NA	24	7	8	+	Exon-Exon	circle	cis	-0.365290534306069	-0.344728967977078	-0.376566742220082	0.0151534804955608	-0.376367120168797	-0.375684546502455	-0.350303657449787	8	1	47840915.5	21	linear	cis	-0.364867799384951	-0.357021603558071	-0.379143051013449	0.00765901791832346	-0.367558426559707	-0.365600019138775	-0.357376082450378	8	1	47840915.5	21	common	no	NA	NA	NA	NA	NA	NA	NA
PCNT	chr21:47768926-47769734	chr21:47768926-47769734_TcellRedef_Th2_CCR4pos	TcellRedef_Th2_CCR4pos	PCNT	NA	0.0432049158131251	NA	NA	24	7	8	+	Exon-Exon	circle	cis	-0.0507725214922184	0.39766434069281	-0.374405571572934	0.319254732754834	-0.368572839911661	-0.287709367967828	0.252251019454073	17	2	47853022	21	linear	cis	0.111730679105534	0.418498633569127	-0.730203127579994	0.347828317624018	-0.363447215905424	0.324686756995707	0.374692278944398	157	1	47787002	21	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
PCNT	chr21:47819504-47822397	chr21:47819504-47822397_TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	PCNT	NA	0.0412081419725807	NA	NA	9	25	27	+	Exon-Exon	circle	cis	-0.365290534306069	-0.344728967977078	-0.376566742220082	0.0151534804955608	-0.376367120168797	-0.375684546502455	-0.350303657449787	8	1	47840915.5	21	linear	cis	-0.364867799384951	-0.357021603558071	-0.379143051013449	0.00765901791832346	-0.367558426559707	-0.365600019138775	-0.357376082450378	8	1	47840915.5	21	common	no	NA	NA	NA	NA	NA	NA	NA
PCNT	chr21:47768926-47769734	chr21:47768926-47769734_IBD_severity_3levels.yInactive_IBD	IBD_severity_3levels.yInactive_IBD	PCNT	-0.0648570944668981	NA	NA	19	NA	7	8	+	Exon-Exon	circle	cis	-0.0507725214922184	0.39766434069281	-0.374405571572934	0.319254732754834	-0.368572839911661	-0.287709367967828	0.252251019454073	17	2	47853022	21	linear	cis	0.111730679105534	0.418498633569127	-0.730203127579994	0.347828317624018	-0.363447215905424	0.324686756995707	0.374692278944398	157	1	47787002	21	uncommon	yes	NA	NA	NA	NA	NA	NA	NA
PDAP1	chr7:99001021-99002576	chr7:99001021-99002576_TcellRedef_CD4_Tcells	TcellRedef_CD4_Tcells	PDAP1	NA	0.0335219017993999	NA	NA	34	2	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDAP1	chr7:99001021-99002576	chr7:99001021-99002576_ImmunePanel_CD16hi_Monocytes	ImmunePanel_CD16hi_Monocytes	PDAP1	0.044802767694477	NA	NA	35	NA	2	2	-	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDCD10	chr3:167413384-167443261	chr3:167413384-167443261_ImmCellRatio_Neutrophil_Myeloid_Ratio	ImmCellRatio_Neutrophil_Myeloid_Ratio	PDCD10	NA	-0.0486444408299855	NA	NA	14	2	6	-	Exon-Exon	circle	cis	0.258850636990942	0.258850636990942	0.258850636990942	NA	0.258850636990942	0.258850636990942	0.258850636990942	1	1	167616508	3	linear	cis	0.264048669870271	0.264048669870271	0.264048669870271	NA	0.264048669870271	0.264048669870271	0.264048669870271	1	1	167616508	3	common	no	NA	NA	NA	NA	NA	NA	NA
PDCD10	chr3:167422630-167443261	chr3:167422630-167443261_TcellRedef_Tregs	TcellRedef_Tregs	PDCD10	0.0762975853984944	0.07586134833786	0.000436237060634434	3	3	2	3	-	Exon-Exon	circle	cis	0.258850636990942	0.258850636990942	0.258850636990942	NA	0.258850636990942	0.258850636990942	0.258850636990942	1	1	167616508	3	linear	cis	0.264048669870271	0.264048669870271	0.264048669870271	NA	0.264048669870271	0.264048669870271	0.264048669870271	1	1	167616508	3	common	no	NA	NA	NA	NA	NA	NA	NA
PDCD10	chr3:167437850-167443261	chr3:167437850-167443261_TcellRedefRatio_CD4_CD8_Ratio	TcellRedefRatio_CD4_CD8_Ratio	PDCD10	-0.055429206697477	-0.055355117279239	-7.4089418237909e-05	17	17	2	1	-	Exon-Exon	circle	cis	0.258850636990942	0.258850636990942	0.258850636990942	NA	0.258850636990942	0.258850636990942	0.258850636990942	1	1	167616508	3	linear	cis	0.264048669870271	0.264048669870271	0.264048669870271	NA	0.264048669870271	0.264048669870271	0.264048669870271	1	1	167616508	3	common	no	NA	NA	NA	NA	NA	NA	NA
PDCD10	chr3:167413384-167443261	chr3:167413384-167443261_ImmCellRatio_Myeloid_Lymphoid_Ratio	ImmCellRatio_Myeloid_Lymphoid_Ratio	PDCD10	0.0548881935052984	NA	NA	8	NA	2	6	-	Exon-Exon	circle	cis	0.258850636990942	0.258850636990942	0.258850636990942	NA	0.258850636990942	0.258850636990942	0.258850636990942	1	1	167616508	3	linear	cis	0.264048669870271	0.264048669870271	0.264048669870271	NA	0.264048669870271	0.264048669870271	0.264048669870271	1	1	167616508	3	common	no	NA	NA	NA	NA	NA	NA	NA
PDCD11	chr10:105197772-105198565	chr10:105197772-105198565_ImmCellRatio_Neutrophil_Granulocyte_Ratio	ImmCellRatio_Neutrophil_Granulocyte_Ratio	PDCD11	0.0500870804463714	0.0559146199871485	-0.00582753954077711	22	22	26	27	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDE3B	chr11:14793483-14810788	chr11:14793483-14810788_ImmunePanel_T_cells	ImmunePanel_T_cells	PDE3B	0.0261307166619898	0.0352737719866555	-0.00914305532466569	2	2	2	1	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.628991605	0.014119524	CD	0.201355150940273	1.85017994405319	COLOC	yes
PDHX	chr11:34991686-35006275	chr11:34991686-35006275_TcellRedef_CD4RApos_CD8	TcellRedef_CD4RApos_CD8	PDHX	0.0262080319046437	0.0262080319046437	0	2	2	7	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.60571446	0.03322738	CD	0.217732058459451	1.47850390176678	MetaXCan	yes
PDHX	chr11:34991686-35006275	chr11:34991686-35006275_TcellRedef_CD4RApos_CD8	TcellRedef_CD4RApos_CD8	PDHX	0.0262080319046437	0.0262080319046437	0	2	2	7	9	+	Exon-Exon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85624379	0.02250982	IBD	0.0674025652554452	1.64762797782575	MetaXCan	yes
PDS5A	chr4:39875909-39878773	chr4:39875909-39878773_IBD_disease.yUC	IBD_disease.yUC	PDS5A	-0.0479847277651411	-0.0484806326941143	0.000495904928973216	9	7	19	1	-	Exon-Exon	circle	cis	-0.192786265286805	1.97037213315125	-1.63736916859278	0.577704108411597	-0.501934886324641	-0.42226119167634	-0.267789373019378	274	1	39933896.5	4	linear	cis	-0.283671180031098	-0.231718248329103	-0.354212598513708	0.0381779166746731	-0.310903370686448	-0.280309457643905	-0.25074061284129	47	1	40053331	4	uncommon	no	NA	NA	NA	NA	NA	NA	NA
PDS5A	chr4:39875909-39878773	chr4:39875909-39878773_IBD_disease.yUC	IBD_disease.yUC	PDS5A	-0.0479847277651411	-0.0484806326941143	0.000495904928973216	9	7	19	1	-	Exon-Exon	circle	cis	-0.385690333574443	2.04707682702906	-1.23409177908888	0.509459192659476	-0.694467209583492	-0.501305694235115	-0.336429495463641	513	1	39953464	4	linear	cis	-0.315527866752181	2.09399719262631	-1.17182015677218	0.401163300595274	-0.530385256942436	-0.419250774820789	-0.315551275455988	513	1	39953464	4	common	no	NA	NA	NA	NA	NA	NA	NA
PDS5A	chr4:39915231-39927553	chr4:39915231-39927553_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	PDS5A	-0.019185489291029	-0.0272423649601577	0.00805687566912876	4	4	5	1	-	Exon-Exon	circle	cis	-0.192786265286805	1.97037213315125	-1.63736916859278	0.577704108411597	-0.501934886324641	-0.42226119167634	-0.267789373019378	274	1	39933896.5	4	linear	cis	-0.283671180031098	-0.231718248329103	-0.354212598513708	0.0381779166746731	-0.310903370686448	-0.280309457643905	-0.25074061284129	47	1	40053331	4	uncommon	no	NA	NA	NA	NA	NA	NA	NA
PDS5A	chr4:39915231-39927553	chr4:39915231-39927553_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	PDS5A	-0.019185489291029	-0.0272423649601577	0.00805687566912876	4	4	5	1	-	Exon-Exon	circle	cis	-0.385690333574443	2.04707682702906	-1.23409177908888	0.509459192659476	-0.694467209583492	-0.501305694235115	-0.336429495463641	513	1	39953464	4	linear	cis	-0.315527866752181	2.09399719262631	-1.17182015677218	0.401163300595274	-0.530385256942436	-0.419250774820789	-0.315551275455988	513	1	39953464	4	common	no	NA	NA	NA	NA	NA	NA	NA
PDXDC1	chr16:15091610-15092262	chr16:15091610-15092262_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	PDXDC1	0.0910914407668977	0.0798320137002486	0.011259427066649	25	27	2	3	+	Exon-Exon	circle	cis	0.302305329561654	0.356636252403343	0.247974406719964	0.0768355279389635	0.275139868140809	0.302305329561654	0.329470790982498	2	1	15120008.5	16	linear	cis	0.375051355780321	0.445620794320448	0.304481917240193	0.0998002570725029	0.339766636510257	0.375051355780321	0.410336075050384	2	1	15120008.5	16	common	no	0.31900259	0.02989966	UC	0.496205790867139	1.52433375016933	MetaXCan	yes
PDXDC1	chr16:15091610-15092262	chr16:15091610-15092262_ImmunePanel_Eosinophils	ImmunePanel_Eosinophils	PDXDC1	0.0910914407668977	0.0798320137002486	0.011259427066649	25	27	2	3	+	Exon-Exon	circle	cis	0.347896422488938	0.385002506647012	0.310790338330864	0.0524759274629057	0.329343380409901	0.347896422488938	0.366449464567975	2	1	14949476.5	16	linear	cis	-0.436829586795321	0.630805536535958	-2.37694671012662	0.633509685131351	-0.571966347197246	-0.304238552101838	-0.264118534365101	123	1	15136042	16	uncommon	yes	0.31900259	0.02989966	UC	0.496205790867139	1.52433375016933	MetaXCan	yes
PEAK1	chr15:77544709-77576372	chr15:77544709-77576372_ImmunePanel_MyeloidCellsCombined	ImmunePanel_MyeloidCellsCombined	PEAK1	0.0514338519002212	0.0484906679946112	0.00294318390560995	26	26	2	4	-	Exon-Exon	circle	cis	0.38665483703825	0.883586401116678	-0.561138995302278	0.258099728613816	0.322050093261495	0.463330823699426	0.561388351593811	326	1	77640394	15	linear	cis	0.340418071156455	1.28437031991779	-0.429553677648924	0.189160253722877	0.301067631499758	0.313677514562906	0.439494021378227	234	1	77804534.5	15	uncommon	no	0.148037	5.011327e-05	CD	0.829629724554008	4.30004725767219	MetaXCan	yes
PEAK1	chr15:77544709-77576372	chr15:77544709-77576372_ImmunePanel_MyeloidCellsCombined	ImmunePanel_MyeloidCellsCombined	PEAK1	0.0514338519002212	0.0484906679946112	0.00294318390560995	26	26	2	4	-	Exon-Exon	circle	cis	0.38665483703825	0.883586401116678	-0.561138995302278	0.258099728613816	0.322050093261495	0.463330823699426	0.561388351593811	326	1	77640394	15	linear	cis	0.340418071156455	1.28437031991779	-0.429553677648924	0.189160253722877	0.301067631499758	0.313677514562906	0.439494021378227	234	1	77804534.5	15	uncommon	no	0.9954288	0.0004671844	IBD	0.00198979829147391	3.33051166740899	MetaXCan	yes
PEAK1	chr15:77544709-77576372	chr15:77544709-77576372_ImmunePanel_MyeloidCellsCombined	ImmunePanel_MyeloidCellsCombined	PEAK1	0.0514338519002212	0.0484906679946112	0.00294318390560995	26	26	2	4	-	Exon-Exon	circle	cis	0.358582490735631	0.555710120091519	-0.510172946651096	0.271103356739953	0.346785780949272	0.45765931586499	0.502880358753879	180	1	77612494	15	linear	cis	0.272764868648293	0.393675473804925	-0.400867795884484	0.20905871595878	0.299791835220243	0.326236933528442	0.377934596493331	180	1	77612494	15	common	no	0.148037	5.011327e-05	CD	0.829629724554008	4.30004725767219	MetaXCan	yes
PEAK1	chr15:77544709-77576372	chr15:77544709-77576372_ImmunePanel_MyeloidCellsCombined	ImmunePanel_MyeloidCellsCombined	PEAK1	0.0514338519002212	0.0484906679946112	0.00294318390560995	26	26	2	4	-	Exon-Exon	circle	cis	0.358582490735631	0.555710120091519	-0.510172946651096	0.271103356739953	0.346785780949272	0.45765931586499	0.502880358753879	180	1	77612494	15	linear	cis	0.272764868648293	0.393675473804925	-0.400867795884484	0.20905871595878	0.299791835220243	0.326236933528442	0.377934596493331	180	1	77612494	15	common	no	0.9954288	0.0004671844	IBD	0.00198979829147391	3.33051166740899	MetaXCan	yes
PEAK1	chr15:77657505-77681144	chr15:77657505-77681144_TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	TcellRedefRatio_Th2CCR4pos_Th17CCR4pos_Ratio	PEAK1	0.0892396180296218	0.0892396180296218	0	17	17	2	2	-	Exon-Intron	circle	cis	0.38665483703825	0.883586401116678	-0.561138995302278	0.258099728613816	0.322050093261495	0.463330823699426	0.561388351593811	326	1	77640394	15	linear	cis	0.340418071156455	1.28437031991779	-0.429553677648924	0.189160253722877	0.301067631499758	0.313677514562906	0.439494021378227	234	1	77804534.5	15	uncommon	no	0.148037	5.011327e-05	CD	0.829629724554008	4.30004725767219	MetaXCan	yes
